year,univ_cd,jangbi_gb,jangbi_seq,jangbi_yn,jangbi_cnt
2019-10-18 10:56:04.491000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,
2019-10-18 10:56:04.493000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,
2019-10-18 10:56:04.496000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,
2019-11-12 16:25:22.854000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.857000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.859000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.862000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.864000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.866000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.868000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.871000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.873000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.875000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.878000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.881000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.883000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-11-12 16:25:22.887000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2019-10-01 11:22:56.619000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.637000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.639000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.642000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.644000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.646000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.648000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.650000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-01 11:22:56.652000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-10-23 11:09:10.780000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2020-01-08 15:40:27.006000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.854000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:45.260000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.869000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.869000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.869000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.869000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.869000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.869000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 15:40:27.006000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.885000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.885000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.885000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-01-08 10:01:31.885000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,
2020-02-03 14:33:32.718000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:33:32.718000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:33:32.734000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:33:32.734000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:33:32.734000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:33:32.734000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:33:32.734000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:36:14.221000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:34:12.764000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:36:14.221000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:36:14.237000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2020-02-03 14:36:14.237000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,
2019-09-24 13:22:10.165000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,
2019-09-24 13:22:10.168000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,
2019-09-24 13:22:10.174000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,
2019-09-24 13:22:10.177000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,
2019-09-24 13:22:10.179000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,
2019-09-24 13:22:56.335000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,
2019-09-24 13:23:32.933000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,
2019-10-02 16:23:12.558000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.563000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.565000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.567000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.569000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.571000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.573000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.575000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.577000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.579000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.583000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-10-02 16:23:12.585000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2019-11-11 16:09:29.382000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.409000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.412000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.414000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.416000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.418000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.421000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.423000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.428000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.430000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.432000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019-11-11 16:09:29.435000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,
2019,UNIV10,3,1,1,6
2019,UNIV10,6,1,1,2
2019,UNIV10,7,1,0,
2019,UNIV10,15,1,1,1
2019,UNIV10,10,1,1,1
2019,UNIV10,2,1,1,1
2019,UNIV10,1,1,1,1
2019,UNIV10,4,1,1,2
2019,UNIV10,14,1,1,4
2019,UNIV10,8,1,0,
2019,UNIV10,13,1,1,3
2019,UNIV10,5,1,1,3
2019,UNIV10,12,1,1,18
2019-08-06 13:59:10.989000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.020000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-26 14:09:42.789000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.020000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.020000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.036000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.036000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.036000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.036000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.036000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.036000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.036000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-26 14:09:42.789000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-08-06 13:59:11.052000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019-07-26 14:24:00.464000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.495000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.495000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.511000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.511000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.511000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.511000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.511000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.511000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.511000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.526000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.526000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-26 14:24:00.526000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019-07-16 10:56:39.294000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-08-05 10:26:26.130000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-17 11:39:25.609000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.612000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.615000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.618000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.620000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.622000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.624000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.627000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.629000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.631000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.633000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.638000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.641000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-07-17 11:39:25.643000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019-10-01 11:22:56.617000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,
2019-07-29 10:11:32.794000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-08-22 11:49:15.041000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-08-05 10:26:50.128000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-29 10:11:32.810000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-29 10:11:32.810000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-29 10:11:32.825000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-08-05 10:27:48.320000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-29 10:11:32.825000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-08-05 10:29:03.772000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-29 10:11:32.825000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-08-22 11:48:01.755000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-29 10:11:32.825000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-29 10:11:32.841000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,
2019-07-18 10:05:50.640000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.655000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.655000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.655000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.655000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.655000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.655000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.671000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.671000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.671000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.671000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.671000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-18 10:05:50.687000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019-07-19 11:28:49.793000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,
2019-07-16 11:02:32.802000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:03:23.020000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:06:13.759000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:12:22.868000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:12:22.868000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:12:22.868000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:12:22.868000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:12:22.868000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:12:22.868000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-16 11:12:22.884000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2019-07-19 11:29:16.271000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,
2019-07-16 11:13:13.573000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:29:03.343000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.097000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.097000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.097000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.097000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.097000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2019,UNIV17,10,1,1,1
2019,UNIV17,6,1,1,2
2019,UNIV17,7,1,1,1
2019,UNIV17,12,1,1,20
2019,UNIV17,2,1,1,2
2019,UNIV17,5,1,1,4
2019,UNIV17,13,1,1,2
2019,UNIV17,15,1,1,2
2019,UNIV17,14,1,1,4
2020-10-27 14:00:54.017000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,
2019,UNIV17,3,1,1,2
2019,UNIV17,4,1,1,3
2019,UNIV12,3,1,1,2
2019,UNIV12,8,1,1,2
2019,UNIV12,1,1,1,1
2019,UNIV12,5,1,1,10
2020-11-10 11:37:16.103000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,
2019,UNIV12,13,1,1,4
2019,UNIV12,12,1,1,35
2019,UNIV12,4,1,1,4
2019,UNIV12,14,1,1,4
2019,UNIV12,15,1,1,4
2019,UNIV12,2,1,1,3
2019,UNIV12,10,1,1,1
2019,UNIV12,6,1,1,4
2019,UNIV37,5,1,1,4
2019,UNIV37,15,1,1,3
2019,UNIV37,12,1,1,20
2019,UNIV37,10,1,1,1
2019,UNIV37,6,1,1,2
2019,UNIV37,3,1,1,5
2019,UNIV37,13,1,1,3
2019,UNIV37,1,1,1,1
2019,UNIV37,2,1,1,2
2019,UNIV37,14,1,1,4
2019,UNIV37,4,1,1,2
2019,UNIV11,8,1,0,
2019,UNIV11,5,1,1,5
2019,UNIV11,6,1,1,4
2019,UNIV11,12,1,1,20
2019,UNIV11,13,1,1,4
2019,UNIV11,10,1,1,1
2020-09-03 15:28:26.294000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,
2019,UNIV11,14,1,1,4
2019,UNIV11,1,1,1,3
2019,UNIV11,2,1,1,2
2019,UNIV11,15,1,1,2
2019,UNIV11,4,1,1,4
2019,UNIV11,3,1,1,16
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2019,UNIV05,14,1,1,24
2019,UNIV05,7,1,1,1
2019,UNIV05,1,1,1,2
2019,UNIV05,12,1,1,40
2019,UNIV05,5,1,1,22
2019,UNIV05,6,1,1,6
2019,UNIV05,10,1,1,1
2019,UNIV05,2,1,1,3
2019,UNIV05,8,1,0,
2019,UNIV05,4,1,1,14
2019,UNIV05,15,1,1,2
2019,UNIV05,3,1,1,8
2019,UNIV05,9,1,1,1
2019,UNIV05,13,1,1,18
2019,UNIV02,15,1,1,6
2019,UNIV02,9,1,0,
2019,UNIV02,8,1,0,
2019,UNIV02,5,1,1,12
2019,UNIV02,6,1,1,4
2019,UNIV02,13,1,1,8
2020-09-04 12:28:05.079000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2019,UNIV02,12,1,1,50
2019,UNIV02,14,1,1,12
2019,UNIV02,1,1,1,12
2019,UNIV02,2,1,1,6
2019,UNIV02,10,1,1,14
2019,UNIV02,7,1,1,7
2019,UNIV02,3,1,1,12
2019,UNIV24,3,1,1,2
2019,UNIV24,14,1,1,6
2019,UNIV24,5,1,1,4
2019,UNIV24,10,1,1,1
2019,UNIV24,6,1,1,2
2019,UNIV24,7,1,0,
2019,UNIV24,2,1,1,1
2019,UNIV24,8,1,0,
2019,UNIV24,1,1,1,1
2019,UNIV24,4,1,1,3
2019,UNIV24,12,1,1,30
2019,UNIV24,13,1,1,3
2019,UNIV24,9,1,0,
2019,UNIV24,15,1,1,2
2019,UNIV32,12,1,1,40
2019,UNIV32,3,1,1,14
2019,UNIV32,13,1,1,2
2019,UNIV32,14,1,1,7
2019,UNIV32,6,1,1,2
2019,UNIV32,7,1,1,2
2019,UNIV32,8,1,1,2
2019,UNIV32,5,1,1,3
2019,UNIV32,10,1,1,16
2019,UNIV32,9,1,0,
2019,UNIV32,15,1,1,3
2019,UNIV32,4,1,1,2
2019,UNIV32,1,1,1,2
2019,UNIV32,2,1,1,2
2019,UNIV34,3,1,1,10
2019,UNIV34,10,1,1,1
2019,UNIV34,9,1,0,
2019,UNIV34,12,1,1,30
2019,UNIV34,15,1,1,2
2019,UNIV34,5,1,1,10
2019,UNIV34,13,1,1,3
2019,UNIV34,4,1,1,4
2019,UNIV34,6,1,1,4
2019,UNIV34,2,1,1,3
2019,UNIV34,14,1,1,15
2019,UNIV34,1,1,1,1
2019,UNIV23,13,1,1,6
2019,UNIV23,8,1,0,
2019,UNIV23,2,1,1,2
2019,UNIV23,3,1,1,7
2019,UNIV23,14,1,1,4
2019,UNIV23,10,1,1,1
2019,UNIV23,5,1,1,5
2019,UNIV23,6,1,1,5
2019,UNIV23,1,1,1,1
2019,UNIV23,12,1,1,20
2019,UNIV23,4,1,1,4
2019,UNIV23,15,1,1,4
2019,UNIV23,7,1,1,1
2020-11-06 15:20:26.419000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2020-11-06 15:20:26.415000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2019,UNIV36,3,1,1,5
2020-11-06 15:20:26.411000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2020-11-06 15:20:26.417000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2020-11-06 15:20:26.413000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2019,UNIV36,2,1,1,3
2019,UNIV36,13,1,1,3
2020-11-06 15:20:26.409000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2019,UNIV36,1,1,1,1
2019,UNIV36,10,1,1,12
2019,UNIV36,7,1,0,
2020-11-06 15:20:26.421000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,
2019,UNIV06,9,1,0,0
2019,UNIV06,14,1,1,8
2019,UNIV06,2,1,1,4
2019,UNIV06,5,1,1,10
2019,UNIV06,7,1,0,0
2019,UNIV06,1,1,1,2
2019,UNIV06,13,1,1,5
2019,UNIV06,15,1,1,4
2019,UNIV06,6,1,1,4
2019,UNIV06,10,1,1,1
2019,UNIV06,4,1,1,8
2019,UNIV06,8,1,0,0
2019,UNIV06,12,1,0,0
2019,UNIV06,3,1,1,2
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 14:27:48.081000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.066000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.082000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.082000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.082000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.082000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.082000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-16 15:19:48.082000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020-09-22 15:18:29.562000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,
2019,UNIV09,10,1,1,15
2019,UNIV09,8,1,0,
2020-09-22 15:05:10.018000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,
2019,UNIV09,13,1,1,4
2019,UNIV09,1,1,1,1
2020-09-22 15:18:29.562000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,
2020-09-22 15:11:23.258000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,
2019,UNIV09,9,1,0,
2020-09-22 15:18:29.562000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,
2019,UNIV09,2,1,1,2
2020-09-22 15:18:29.562000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,
2020-09-22 15:18:29.562000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,
2019,UNIV09,5,1,1,2
2019,UNIV13,13,1,1,4
2019,UNIV13,1,1,1,2
2020-09-24 09:52:22.059000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2020-09-24 09:52:22.059000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2020-09-24 09:52:22.059000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2019,UNIV13,12,1,1,24
2019,UNIV13,8,1,1,6
2019,UNIV13,9,1,0,
2020-09-24 09:52:22.059000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2019,UNIV13,4,1,1,9
2020-09-24 09:52:22.059000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2019,UNIV13,6,1,1,9
2020-09-24 09:52:22.059000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2019,UNIV13,10,1,1,4
2019,UNIV33,10,1,1,1
2019,UNIV33,2,1,1,1
2019,UNIV33,5,1,1,2
2019,UNIV33,12,1,1,3
2019,UNIV33,14,1,1,4
2019,UNIV33,9,1,0,
2019,UNIV33,6,1,1,3
2019,UNIV33,13,1,1,5
2019,UNIV33,4,1,1,3
2019,UNIV33,15,1,1,2
2019,UNIV33,8,1,0,
2019,UNIV33,3,1,1,2
2021-08-27 15:25:05.972000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2021-08-27 15:25:05.974000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2021-08-27 15:25:05.976000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2021-08-27 15:25:05.979000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2021-08-27 15:25:05.981000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2021-08-27 15:25:05.983000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2021-08-27 15:25:05.985000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2021-08-27 15:25:05.987000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2020,UNIV11,8,1,0,
2020,UNIV11,5,1,1,5
2020,UNIV11,6,1,1,4
2020,UNIV11,12,1,1,20
2020,UNIV11,13,1,1,4
2020,UNIV11,10,1,1,1
2020,UNIV11,7,1,0,
2020,UNIV11,14,1,1,4
2020,UNIV11,1,1,1,3
2020,UNIV11,2,1,1,2
2020,UNIV11,15,1,1,2
2020,UNIV11,4,1,1,4
2021-09-24 11:21:12.948000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,
2020,UNIV24,3,1,1,2
2020,UNIV24,14,1,1,6
2021-09-15 10:43:44.581000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,
2020,UNIV24,10,1,1,1
2020,UNIV24,6,1,1,2
